state_index,state,ntrap_cm3,nsheet_cm2,trap_charge_density_C_cm3,VGS_V,VDS_V,ID_A,abs_ID_A,converged,error_message
1,State_1,2e+17,100000000000.0,-0.03204353268,1.3,0.05,7.953767563312146e-09,7.953767563312146e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.4,0.05,8.256657207745692e-09,8.256657207745692e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.5,0.05,8.500811836639375e-09,8.500811836639375e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.6,0.05,8.699506224497524e-09,8.699506224497524e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.7,0.05,8.862912660050866e-09,8.862912660050866e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.8,0.05,8.998826177594218e-09,8.998826177594218e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.9,0.05,9.11318497764246e-09,9.11318497764246e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.0,0.05,9.210499347960635e-09,9.210499347960635e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.1,0.05,9.294200630352524e-09,9.294200630352524e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.2,0.05,9.366913463271564e-09,9.366913463271564e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.3,0.05,9.430661321108405e-09,9.430661321108405e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.4,0.05,9.487018748064837e-09,9.487018748064837e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.5,0.05,9.53722315509242e-09,9.53722315509242e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.6,0.05,9.58225681203655e-09,9.58225681203655e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.7,0.05,9.622907180781883e-09,9.622907180781883e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.8,0.05,9.659811579157303e-09,9.659811579157303e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.9,0.05,9.693490503203092e-09,9.693490503203092e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,3.0,0.05,9.724372699308665e-09,9.724372699308665e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-1.0,0.1,3.689980837018254e-22,3.689980837018254e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.9,0.1,4.514505002131625e-22,4.514505002131625e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.8,0.1,5.14571029456594e-22,5.14571029456594e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.7,0.1,5.639735016559009e-22,5.639735016559009e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.6,0.1,-2.702196139088111e-22,2.702196139088111e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.5,0.1,9.957054148075721e-24,9.957054148075721e-24,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.4,0.1,2.3961525596102475e-24,2.3961525596102475e-24,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.3,0.1,-1.5588415995193336e-22,1.5588415995193336e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.2,0.1,1.3628462932003526e-22,1.3628462932003526e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.1,0.1,1.0450291672060155e-21,1.0450291672060155e-21,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.0,0.1,3.7731431388220565e-20,3.7731431388220565e-20,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.1,0.1,1.5794484999229457e-18,1.5794484999229457e-18,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.2,0.1,6.596379345532575e-17,6.596379345532575e-17,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.3,0.1,2.7175915988246873e-15,2.7175915988246873e-15,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.4,0.1,1.0970035387448885e-13,1.0970035387448885e-13,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.5,0.1,4.263136803773281e-12,4.263136803773281e-12,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.6,0.1,1.4556175738741814e-10,1.4556175738741814e-10,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.7,0.1,2.1932361754612957e-09,2.1932361754612957e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.8,0.1,5.92675020697816e-09,5.92675020697816e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.9,0.1,8.093785071400244e-09,8.093785071400244e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.0,0.1,9.449007952867192e-09,9.449007952867192e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.1,0.1,1.0420478692120645e-08,1.0420478692120645e-08,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.2,0.1,1.1166423805151284e-08,1.1166423805151284e-08,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.3,0.1,1.1758898722869809e-08,1.1758898722869809e-08,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.4,0.1,1.22368548086106e-08,1.22368548086106e-08,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.5,0.1,1.2625010162388715e-08,1.2625010162388715e-08,True,
